customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
6963-KQYQB,Female,0.12374268129437294,Yes,Yes,83.17996043887901,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.05,1764.75,No
5934-RMPOV,Female,0.05340442682824053,No,Yes,31.838307416954734,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.75,1816.75,No
1207-BLKSA,Female,0.020687666204444843,Yes,Yes,64.5621605900711,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.05,1255.1,No
4088-YLDSU,Male,0.09521599781702828,Yes,No,66.67176733168525,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,104.15,5743.05,Yes
8316-BBQAY,Female,0.10719499770607513,No,No,75.26330046464372,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),59.95,3921.1,No
1166-PQLGG,Female,0.053537487503786785,Yes,Yes,87.90853171642215,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.55,1463.45,No
3146-JTQHR,Male,0.08559014161696625,Yes,No,20.641546154995297,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.6,189.45,No
4291-YZODP,Female,0.09634788721909336,No,Yes,19.27472104696324,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,96.8,No
4395-PZMSN,Male,1.0462476093411053,No,No,15.83048109718528,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.55,408.5,No
6427-FEFIG,Female,0.08194810161992183,Yes,Yes,32.83062467770546,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),78.6,1846.65,No
0017-IUDMW,Female,0.052734610254809786,Yes,Yes,82.53398644071612,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.8,8456.75,No
8706-HRADD,Male,-0.014172695978523435,No,No,,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,43.55,1011.5,No
9955-QOPOY,Male,0.07927766591474854,Yes,No,82.11861448846697,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),60.8,4263.4,No
4385-ZKVNW,Male,0.04949931991020608,Yes,Yes,51.4894895806707,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),54.9,2549.1,No
5446-DKWYW,Female,1.1047431233908622,Yes,Yes,71.79550353035528,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,65.2,3965.05,No
2034-CGRHZ,Male,1.0041249664186804,No,No,38.10218338243904,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.95,2496.7,Yes
5797-APWZC,Female,0.0711404510856526,No,No,9.266661628195386,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.6,90.6,Yes
3683-QKIUE,Female,0.001589085681845584,No,No,16.442365416943737,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),50.8,288.05,Yes
4228-ZGYUW,Male,0.07376652973482165,No,No,15.764291997838352,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,368.1,Yes
9031-ZVQPT,Male,0.05986039538261358,Yes,No,79.0838356488663,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,108.2,7840.6,No
2990-IAJSV,Male,-0.03312588278841617,No,No,84.36190712683815,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),92.0,6632.75,No
8107-KNCIM,Male,1.041226424075679,Yes,No,25.735738337578994,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.1,1013.35,No
9027-YFHQJ,Male,0.0672370186324201,No,No,18.634161772017713,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.05,152.95,No
5176-LDKUH,Female,0.09410658516716812,No,No,57.106782682698245,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,75.15,3772.65,No
4644-OBGFZ,Male,0.02064019472423207,Yes,Yes,71.15346822441207,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5,1026.35,No
7926-IJOOU,Male,0.0005802108441882448,No,No,11.073844924490672,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.3,19.3,No
6480-YAGIY,Male,0.09388089514416123,No,No,54.17050236424342,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),112.2,5031.85,No
4029-HPFVY,Male,0.07449455009017693,No,No,13.445173047427458,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.3,220.4,No
7602-DBTOU,Female,0.040574190770540856,Yes,No,86.5790686547417,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,1416.5,No
5345-BMKWB,Male,0.04847749908488608,Yes,No,18.23846435933286,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,158.35,No
3519-ZKXGG,Female,0.09696429313817619,Yes,No,8.8283737119385,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.85,256.6,Yes
5457-COLHT,Male,0.07630532604161158,Yes,Yes,80.89853442687343,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),80.65,5542.55,No
6416-TVAIH,Male,0.1110649721571597,Yes,Yes,14.161906007293474,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.5,68.5,Yes
5451-YHYPW,Female,1.0717391116137274,Yes,No,81.78391712804736,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.75,8443.7,No
5108-ADXWO,Male,0.08914250010766117,No,No,20.251170231481936,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.5,791.75,Yes
7998-WNZEM,Male,0.026001254364746946,No,No,85.3585373064388,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),80.6,5708.2,No
3066-RRJIO,Female,0.059074743645828785,No,No,12.625203478605785,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.95,69.95,Yes
4664-NJCMS,Female,0.03597755053994338,Yes,No,48.49471516771575,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),59.55,2016.3,No
0307-BCOPK,Female,0.068268672775299,No,No,26.058523891109708,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.05,326.65,No
7629-WFGLW,Female,1.046843389014987,Yes,No,69.11085217949233,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,95.65,5471.75,No
2542-HYGIQ,Female,0.05372098796117887,No,No,9.226642540666141,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.95,19.95,No
6715-OFDBP,Male,0.07628979447985891,No,No,,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,70.05,346.4,Yes
5016-LIPDW,Male,,Yes,Yes,68.87435615305817,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.4,1061.6,No
6481-LXPWL,Male,0.03585373442122426,Yes,Yes,68.81520328945055,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),36.1,1971.5,No
1567-DSCIC,Male,0.04577231857726551,No,No,19.56780295379346,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94.0,773.65,Yes
2150-UWTFY,Female,0.0694815472793411,Yes,Yes,33.56599321520645,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,61.15,1422.05,Yes
6124-ACRHJ,Female,0.063325198168818,No,No,11.801324396311909,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,No
9362-MWODR,Female,0.056645583348038535,No,Yes,48.103845803228204,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),64.1,2460.35,No
9975-GPKZU,Male,,Yes,Yes,57.15534688146223,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.75,856.5,No
9625-RZFUK,Male,0.04872842809060522,Yes,Yes,78.41960359397491,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,1275.85,No
5153-LXKDT,Male,0.044951610053462945,Yes,Yes,82.49131338650302,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,110.2,7467.5,No
5161-UBZXI,Male,0.07310767693272598,Yes,Yes,80.23848312452986,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),106.35,7261.75,No
1020-JPQOW,Female,0.037409983703034555,Yes,No,67.49441497819055,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,90.55,5116.6,No
7919-ZODZZ,Female,0.029377150955328515,Yes,Yes,17.82134075951521,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,65.9,660.05,No
0565-JUPYD,Male,0.10180831885732822,No,No,73.58268270029873,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),104.5,6590.8,No
6867-ACCZI,Female,0.06535470161969727,Yes,Yes,34.808584145903886,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,52.5,1208.15,No
5939-XAIXZ,Female,0.036914633716775544,No,No,31.179606301187004,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,56.1,1033.9,No
9054-FOWNV,Male,0.04000107480934757,Yes,Yes,33.88973364701463,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.75,1885.15,No
2683-BPJSO,Male,0.005657275658959064,Yes,No,38.24675425502189,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,84.45,2467.1,Yes
2157-MXBJS,Male,-0.004488329977581772,Yes,No,25.44876146384658,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,75.3,989.45,Yes
8207-VVMYB,Female,0.10011676793224711,Yes,No,79.72992683758187,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.0,2006.95,No
9732-EQMWY,Female,0.06479213535870067,Yes,No,58.76266059720299,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,99.4,5025,No
9360-AHGNL,Female,1.037698791770186,Yes,No,52.005539224299824,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,109.55,4830.25,Yes
1087-UDSIH,Female,0.06346544277982033,No,No,18.63478668960565,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,59.75,Yes
5269-NRGDP,Male,0.025779886141136195,Yes,Yes,55.20680749897219,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,73.15,3088.25,No
6195-MELTI,Male,0.0606749276884221,No,No,66.75379071836757,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,54.65,3134.7,No
5485-WUYWF,Male,1.1017481824527804,No,No,,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),66.4,94.55,Yes
2121-JAFOM,Female,0.055525174362218356,Yes,No,83.64824502166258,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.55,8312.4,No
8818-DOPVL,Female,1.0207724399047597,No,No,55.73052897243223,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.45,4863.85,No
2632-UCGVD,Male,1.0324192399555063,Yes,No,,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.05,6871.9,Yes
5445-PZWGX,Male,0.07114344265374187,No,No,72.30266127408875,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,102.0,6529.25,Yes
1227-UDMZR,Female,-0.004328967363990924,Yes,No,80.42037836445593,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),91.15,6637.9,No
5198-HQAEN,Male,0.11169867924220964,Yes,Yes,46.9583558911466,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,89.7,3165.6,No
9170-CCKOU,Male,0.07258679458861135,Yes,No,30.7578405103129,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),90.2,1454.15,Yes
2167-FQSTQ,Female,0.09740362493495583,Yes,No,82.48766768401586,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,92.4,6786.1,No
2819-GWENI,Female,-0.00040661759263314196,Yes,Yes,38.870193650674864,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.9,543,No
1043-YCUTE,Male,0.038494053417920185,Yes,No,67.29750908012373,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.15,1327.15,Yes
3814-MLAXC,Female,0.07024715239126761,No,No,42.14194897936807,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.85,2404.15,Yes
3572-UUHRS,Male,0.046759724603592276,No,No,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.85,867.3,No
2692-PFYTJ,Female,0.06650902567276902,No,No,13.064418440099539,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.75,25.75,No
1226-UDFZR,Female,0.07419136761959422,No,No,13.578395646537844,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,49.6,114.7,Yes
5955-EPOAZ,Female,0.011958118435416193,No,No,18.03201536793315,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.95,109.5,No
6821-JPCDC,Female,0.015005957449009476,Yes,No,58.22923945202696,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,97.05,4692.95,No
8815-LMFLX,Male,0.021951000626029574,Yes,Yes,33.458868341745294,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.4,546.85,No
9135-HSWOC,Male,,Yes,Yes,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.7,1274.05,No
8582-KRHPJ,Male,0.11988503907867668,No,No,63.5146938720074,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,35.0,1782.4,No
5811-IWXYM,Female,0.04369665171797903,Yes,Yes,62.22361342020521,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),101.25,5301.1,No
7044-YAACC,Male,1.0836674360153382,Yes,No,11.346237490684251,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.2,280.35,No
8189-XRIKE,Female,1.0441448394815582,No,No,41.483650165991065,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.95,2897.95,No
1506-YJTYT,Male,0.013144129777858685,Yes,Yes,55.04610685412881,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),73.85,3371,No
4123-DVHPH,Male,0.025046159182606796,Yes,No,19.412189186802753,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.05,801.3,No
6425-YQLLO,Female,1.0845753347193279,Yes,No,74.04066751715712,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.95,6975.25,Yes
5442-UTCVD,Male,0.05882610493677378,No,Yes,17.204414563547775,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,91.85,257.05,Yes
2228-BZDEE,Female,0.029394826236310595,No,No,65.05921888828257,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,1079.45,No
7734-DBOAI,Female,0.02540262020265721,Yes,Yes,9.753295367570592,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,40.1,40.1,Yes
2789-CZANW,Female,0.12074251468123495,Yes,Yes,72.72154703523756,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),110.3,6997.3,No
2091-RFFBA,Female,,No,No,41.151099656143884,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.9,2217.15,Yes
2114-MGINA,Female,0.07965744915999325,No,No,23.41496057097097,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,89.8,1129.1,Yes
7596-LDUXP,Female,0.029099026381338364,No,No,29.9125108959463,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),85.15,979.05,No
3740-RLMVT,Male,1.0208053369502452,Yes,No,81.17901190507624,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),60.95,4119.4,No
4489-SNOJF,Female,0.07886006605661303,Yes,Yes,46.246397457280416,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,72.25,2568.55,Yes
2192-OZITF,Female,0.005134381064135447,No,No,57.195824124800275,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,73.55,3349.1,No
5651-CPDND,Male,-0.013403827041709122,No,No,22.90218937300277,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,46.0,492.1,No
2186-QZEYA,Female,1.0584627768775803,No,No,37.91919190885872,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),58.55,1718.95,No
1131-ALZWV,Female,0.10152291934771268,No,No,34.48942429891049,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.6,605.25,No
7729-XBTWX,Male,0.025299330119180417,Yes,Yes,80.88749188462985,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.75,1344.5,No
9134-WYRVP,Male,0.03754627149502481,No,No,62.490586481553024,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Mailed check,86.35,4267.15,No
3284-SVCRO,Female,0.04747015428358019,Yes,No,61.293841881341784,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.5,1121.05,No
9732-OUYRN,Female,0.08701659928097571,Yes,No,56.421057216152455,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.0,918.7,No
0559-CKHUS,Female,,Yes,No,42.98517909937221,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.55,521.8,No
2931-SVLTV,Male,0.06882779592542121,Yes,Yes,,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),110.1,4469.1,No
6899-PPEEA,Female,1.0668861421102316,No,No,47.39622711995088,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.55,3580.3,Yes
7504-UWHNB,Male,0.023690266875191802,No,No,33.58656828447412,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.75,1729.35,No
2582-FFFZR,Female,0.037458119871517495,No,No,,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.6,1073.3,No
8908-NMQTX,Male,0.006661591476872536,No,No,83.7645460534825,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.6,4566.5,No
2187-LZGPL,Female,0.12264419530903761,No,No,20.134333573355416,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.1,293.3,Yes
1431-AIDJQ,Male,0.12068985557072276,Yes,Yes,40.31798560853576,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),82.1,2603.1,No
6288-LBEAR,Female,0.018320662831914664,No,No,,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,79.1,1783.75,No
4597-NUCQV,Male,1.097793795542937,No,No,38.680351172993475,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.25,2440.15,Yes
9019-QVLZD,Female,0.06631063976973318,No,No,11.316976222759433,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.55,79.55,Yes
8413-YNHNV,Male,0.023094928427912637,No,No,78.2227431513604,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,90.65,6322.1,No
5808-TOTXO,Female,0.11401504889044137,No,Yes,17.08847743991649,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,57.4,No
4369-NYSCF,Male,0.03127406395616379,No,No,68.62248486018133,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),75.75,4284.65,No
6333-YDVLT,Male,0.05116662244505048,No,No,78.32161556593441,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),110.0,7138.65,No
5324-KTGCG,Male,0.07129959192230151,Yes,No,83.45086099443176,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.85,1539.75,No
5599-HVLTW,Female,1.0755585343143974,No,No,22.09086315002389,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.35,1058.1,No
7394-LWLYN,Female,-0.014937668003909284,No,No,12.268490397583912,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,123.8,No
3707-LRWZD,Female,0.059970063274763744,No,No,44.592732080169455,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,84.05,2781.85,Yes
6873-UDNLD,Male,0.10923917205476905,No,No,49.49386022397106,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,67.45,2731,No
2700-LUEVA,Male,0.038504110693956956,No,No,12.483834525560296,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.75,20.75,No
1455-ESIQH,Male,-0.011291930003323992,No,No,9.551246906500182,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.1,89.1,Yes
0958-YHXGP,Female,0.07571515117564906,No,No,18.734182075404043,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.9,497.3,No
1101-SSWAG,Female,0.11319491265928563,Yes,No,23.400100127026633,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.1,711.15,No
2979-SXESE,Female,-0.009494988464086022,Yes,Yes,31.157426880315285,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,94.4,1607.2,Yes
4013-TLDHQ,Male,-0.0045813598833582825,No,No,31.15741682596516,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.25,1490.95,Yes
5743-KHMNA,Male,0.009191651663147907,No,No,83.49083190488953,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.55,1898.1,No
4194-FJARJ,Female,0.12086339172141386,Yes,Yes,61.760857887476476,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),60.0,3273.95,No
5325-UWTWJ,Male,0.10360178425190658,Yes,No,43.05924661626365,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),90.55,2929.75,No
3969-GYXEL,Female,0.10763686715194498,No,No,20.224101760759012,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,76.4,838.7,No
9208-OLGAQ,Female,0.996098782572086,No,No,26.428967229065734,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,84.95,1443.65,No
3244-CQPHU,Female,1.0718399169098154,No,No,83.98883849375913,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.1,7746.7,No
2674-MLXMN,Female,1.0640143776500506,No,No,82.47681298839728,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.65,6951.15,No
9708-HPXWZ,Male,1.0503685084341567,No,No,15.12486593553568,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),45.4,214.75,No
6992-TKNYO,Male,0.052502665542704746,Yes,No,52.78145431839902,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),69.0,2669.45,No
4468-YDOVK,Male,0.05514171038924742,No,Yes,14.976824095172114,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),48.65,235.2,No
3754-DXMRT,Male,1.00119637218816,No,No,12.699161920475476,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.15,92.65,Yes
5792-JALQC,Female,1.0716512484784346,No,No,63.430657426051496,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),59.85,3103.25,No
7130-VTEWQ,Female,1.1216178467085192,No,No,20.720190416149464,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.75,606.25,Yes
